actorid,name,sex,fname,lname
20039,"Al-Qazwini, Sayed Moustafa",M,Sayed,Al Qazwini
20056,"Al-Rashid, Dharma Harun",M,Dharma,Al Rashid
20181,"Al-Ujaimy, Fahd",M,Fahd,Al Ujaimy
20301,"Alacchi, Carl",M,Carl,Alacchi
20382,"Alagna, Salvatore",M,Salvatore,Alagna
20403,"Alai, Dean",M,Dean,Alai
20413,"Alaimo, Marc",M,Marc,Alaimo
20414,"Alaimo, Michael (I)",M,Michael,Alaimo
20526,"Alam, John Shamsul",M,John,Alam
20583,"Alameda, Richard",M,Richard,Alameda
20603,"Alamia, Giovanni",M,Giovanni,Alamia
20682,"Alan, Christopher",M,Christopher,Alan
20692,"Alan, Devon",M,Devon,Alan
20694,"Alan, Eric (I)",M,Eric,Alan
20711,"Alan, James",M,James,Alan
20723,"Alan, Kenyon",M,Kenyon,Alan
20823,"Alaniz, Rico",M,Rico,Alaniz
20866,"Alansu, John",M,John,Alansu
20930,"Alarcon, Lance",M,Lance,Alarcon
20979,"Alarcon, Luis (I)",M,Luis,Alarcon
21045,"Alary, Richard",M,Richard,Alary
21078,"Alaskey, Joe",M,Joe,Alaskey
21120,"Alatis, Savas",M,Savas,Alatis
21121,"Alatis, Tony",M,Tony,Alatis
21133,"Alatowa, Haidar",M,Haidar,Alatowa
21243,"Alazraqui, Carlos",M,Carlos,Alazraqui
21293,"Alba, Jaime (I)",M,Jaime,Alba
21309,"Alba, Juan",M,Juan,Alba
21345,"Alba, Tito",M,Tito,Alba
21357,"Albacete, Javier",M,Javier,Albacete
21389,"Albala, Michael (I)",M,Michael,Albala
21408,"Albala, Javier",M,Javier,Albala
21416,"Alban, Carlo",M,Carlo,Alban
21429,"Alban, Michael",M,Michael,Alban
21463,"Albanese, Frank",M,Frank,Albanese
21477,"Albanese, Michael (I)",M,Michael,Albanese
21478,"Albanese, Michael (II)",M,Michael,Albanese
21524,"Albano, John (I)",M,John,Albano
21528,"Albano, Lou",M,Lou,Albano
21588,"Albarran, Gerardo",M,Gerardo,Albarran
21603,"Albasiny, John",M,John,Albasiny
21633,"Albe, Paul",M,Paul,Albe
21635,"Albeck, Andy",M,Andy,Albeck
21652,"Albee, Josh",M,Josh,Albee
21681,"Albenque, Patrick",M,Patrick,Albenque
21743,"Alberman, David",M,David,Alberman
21745,"Albern, Tim",M,Tim,Albern
21749,"Alberni, Luis",M,Luis,Alberni
21752,"Albero, Gus",M,Gus,Albero
21778,"Albers, Hans",M,Hans,Albers
21836,"Albert, Andrew (I)",M,Andrew,Albert
21878,"Albert, Don (II)",M,Don,Albert
21881,"Albert, Eddie (I)",M,Eddie,Albert
21903,"Albert, Greg (I)",M,Greg,Albert
21913,"Albert, James (I)",M,James,Albert
21960,"Albert, Marv (I)",M,Marv,Albert
21981,"Albert, Peter (III)",M,Peter,Albert
21992,"Albert, Ralf",M,Ralf,Albert
22011,"Albert, Steve (I)",M,Steve,Albert
22031,"Albert, Wil",M,Wil,Albert
22062,"Alberti, Fritz",M,Fritz,Alberti
22063,"Alberti, Gigio",M,Gigio,Alberti
22110,"Albertini, Michel",M,Michel,Albertini
22306,"Albertson, Frank (I)",M,Frank,Albertson
22310,"Albertson, Jack",M,Jack,Albertson
22319,"Albertson, Sean",M,Sean,Albertson
22339,"Alberty, Karl-Otto",M,Karl Otto,Alberty
22395,"Albiez, Lars",M,Lars,Albiez
22402,"Albin, Andy",M,Andy,Albin
22425,"Albinet, Vasile",M,Vasile,Albinet
22442,"Albinus, Jens",M,Jens,Albinus
22521,"Alborough, Roger",M,Roger,Alborough
22629,"Albrecht, Richard (II)",M,Richard,Albrecht
22675,"Albridge, Kevin",M,Kevin,Albridge
22690,"Albright, Dan (I)",M,Dan,Albright
22702,"Albright, Gerald",M,Gerald,Albright
22703,"Albright, Hardie",M,Hardie,Albright
22708,"Albright, Jay (I)",M,Jay,Albright
22711,"Albright, John (I)",M,John,Albright
22740,"Albright, Wally",M,Wally,Albright
22814,"Albuquerque, Martihino",M,Martihino,Albuquerque
22816,"Albuquerque, Nicolas",M,Nicolas,Albuquerque
22872,"Alcaide, Chris",M,Chris,Alcaide
22950,"Alcan, Peter",M,Peter,Alcan
22968,"Alcantar, Tony",M,Tony,Alcantar
23038,"Alcaraz, Hermenegildo",M,Hermenegildo,Alcaraz
23092,"Alcazar, Christophe",M,Christophe,Alcazar
23112,"Alcais, Yves",M,Yves,Alcais
23141,"Alciatore, Henri",M,Henri,Alciatore
23191,"Alcocer, Mario",M,Mario,Alcocer
23258,"Alcorn, William",M,William,Alcorn
23273,"Alcott, Leslie",M,Leslie,Alcott
23280,"Alcott, Todd (I)",M,Todd,Alcott
23337,"Alcazar, Damian",M,Damian,Alcazar
23353,"Alcazar, Angel",M,Angel,Alcazar
23363,"Alcibar, Miguel",M,Miguel,Alcibar
23364,"Alcon, Alfredo",M,Alfredo,Alcon
23371,"Alda, Alan",M,Alan,Alda
23372,"Alda, Antony",M,Antony,Alda
23401,"Aldama, Johnny",M,Johnny,Aldama
23454,"Aldao Rodriguez, Ricardo",M,Ricardo,Rodriguez
23480,"Alday, Luis",M,Luis,Alday
23525,"Alden, Andrew (I)",M,Andrew,Alden
23538,"Alden, Eric (I)",M,Eric,Alden
23563,"Alden, Norman",M,Norman,Alden
23566,"Alden, Richard",M,Richard,Alden
23571,"Alden, Steve (I)",M,Steve,Alden
23602,"Alder, Don",M,Don,Alder
23610,"Alder, John (I)",M,John,Alder
23627,"Alder, Van",M,Van,Alder
23633,"Alderdice, Martin",M,Martin,Alderdice
23645,"Alderette, Robert",M,Robert,Alderette
23666,"Alderman, Jason (I)",M,Jason,Alderman
23668,"Alderman, John",M,John,Alderman
23685,"Alderman, Ted",M,Ted,Alderman
23704,"Alderson, Erville",M,Erville,Alderson
23705,"Alderson, George (I)",M,George,Alderson
23712,"Alderson, John (I)",M,John,Alderson
23839,"Aldredge, Tom",M,Tom,Aldredge
23874,"Aldrich, Fred (I)",M,Fred,Aldrich
23900,"Aldrich, Nathan Dana",M,Nathan,Aldrich
23906,"Aldrich, Robert (I)",M,Robert,Aldrich
23911,"Aldrich, William",M,William,Aldrich
23930,"Aldridge, Bobby",M,Bobby,Aldridge
23950,"Aldridge, Eddie",M,Eddie,Aldridge
23957,"Aldridge, Grant",M,Grant,Aldridge
23968,"Aldridge, Jonathan",M,Jonathan,Aldridge
23979,"Aldridge, Michael",M,Michael,Aldridge
23998,"Aldrin, Buzz",M,Buzz,Aldrin
24014,"Aldunate, Gabriel",M,Gabriel,Aldunate
24031,"Ale, Guy",M,Guy,Ale
24035,"Aleandri, Emelise",M,Emelise,Aleandri
24059,"Alecksen, Karn",M,Karn,Alecksen
24068,"Aled, Gruffudd",M,Gruffudd,Aled
24191,"Alejan, Sam",M,Sam,Alejan
24202,"Alejandrino, Alberto",M,Alberto,Alejandrino
24275,"Alekan, Henri",M,Henri,Alekan
24303,"Aleksander, Grant",M,Grant,Aleksander
24307,"Aleksander, Stefan",M,Stefan,Aleksander
24327,"Aleksandrov, Boris (II)",M,Boris,Aleksandrov
24332,"Aleksandrov, Grigori",M,Grigori,Aleksandrov
24468,"Aleksiev, Dimiter",M,Dimiter,Aleksiev
24575,"Aleman, Alejandro (I)",M,Alejandro,Aleman
24646,"Aleong, Aki",M,Aki,Aleong
24676,"Ales, John",M,John,Ales
24694,"Alesi, Filippo",M,Filippo,Alesi
24696,"Alesia, Frank",M,Frank,Alesia
24717,"Alessandri, Lorenzo",M,Lorenzo,Alessandri
24734,"Alessandro, Anthony",M,Anthony,Alessandro
24751,"Alessandroni, Henry",M,Henry,Alessandroni
24770,"Alessi, J.T.",M,JT,Alessi
24773,"Alessi, Joseph (I)",M,Joseph,Alessi
24809,"Aletter, Frank",M,Frank,Aletter
24909,"Alex, Joe (I)",M,Joe,Alex
24910,"Alex, Jon",M,Jon,Alex
24947,"Alexakis, Art",M,Art,Alexakis
24997,"Alexander, Aaron (III)",M,Aaron,Alexander
25030,"Alexander, Alphonso",M,Alphonso,Alexander
25056,"Alexander, Anton",M,Anton,Alexander
25066,"Alexander, Ben (I)",M,Ben,Alexander
25093,"Alexander, Brandon (I)",M,Brandon,Alexander
25104,"Alexander, Brett (I)",M,Brett,Alexander
25126,"Alexander, Bruce (I)",M,Bruce,Alexander
25127,"Alexander, Bruce (IX)",M,Bruce,Alexander
25135,"Alexander, Bruno (I)",M,Bruno,Alexander
25150,"Alexander, Carmen J.",M,Carmen,Alexander
25194,"Alexander, Clair D.",M,Clair,Alexander
25223,"Alexander, Cory (I)",M,Cory,Alexander
25234,"Alexander, Cris",M,Cris,Alexander
25265,"Alexander, David (IV)",M,David,Alexander
25297,"Alexander, David James",M,David,Alexander
25351,"Alexander, Edward",M,Edward,Alexander
25360,"Alexander, Emil",M,Emil,Alexander
25373,"Alexander, Ernie (I)",M,Ernie,Alexander
25380,"Alexander, Fay",M,Fay,Alexander
25387,"Alexander, Flex (I)",M,Flex,Alexander
25402,"Alexander, Gabriel",M,Gabriel,Alexander
25484,"Alexander, J.C. (I)",M,JC,Alexander
25488,"Alexander, Jace",M,Jace,Alexander
25490,"Alexander, Jack (III)",M,Jack,Alexander
25530,"Alexander, Jason (I)",M,Jason,Alexander
25541,"Alexander, Jaymz",M,Jaymz,Alexander
25552,"Alexander, Jerome",M,Jerome,Alexander
25575,"Alexander, John (I)",M,John,Alexander
25576,"Alexander, John (II)",M,John,Alexander
25628,"Alexander, Keith (I)",M,Keith,Alexander
25645,"Alexander, Kenny",M,Kenny,Alexander
25657,"Alexander, King",M,King,Alexander
25660,"Alexander, Kirk (II)",M,Kirk,Alexander
25668,"Alexander, Kurt",M,Kurt,Alexander
25687,"Alexander, Leo",M,Leo,Alexander
25711,"Alexander, Luc",M,Luc,Alexander
25746,"Alexander, Markus",M,Markus,Alexander
25753,"Alexander, Matt (I)",M,Matt,Alexander
25771,"Alexander, Max (II)",M,Max,Alexander
25798,"Alexander, Michael G.",M,Michael,Alexander
25811,"Alexander, Mo",M,Mo,Alexander
25812,"Alexander, Monty",M,Monty,Alexander
25829,"Alexander, Newell (I)",M,Newell,Alexander
25846,"Alexander, O'Clair",M,OClair,Alexander
25865,"Alexander, Paul (I)",M,Paul,Alexander
25882,"Alexander, Peter (III)",M,Peter,Alexander
25913,"Alexander, Ricardo",M,Ricardo,Alexander
25914,"Alexander, Richard (I)",M,Richard,Alexander
25915,"Alexander, Richard (II)",M,Richard,Alexander
25924,"Alexander, Richard D.",M,Richard,Alexander
25939,"Alexander, Robert (I)",M,Robert,Alexander
25941,"Alexander, Robert (IV)",M,Robert,Alexander
25963,"Alexander, Roland",M,Roland,Alexander
25964,"Alexander, Rolf",M,Rolf,Alexander
26027,"Alexander, Shane (I)",M,Shane,Alexander
26048,"Alexander, Stan (I)",M,Stan,Alexander
26078,"Alexander, T.S.",M,TS,Alexander
26088,"Alexander, Terry (I)",M,Terry,Alexander
26146,"Alexander, Victor (IV)",M,Victor,Alexander
26154,"Alexander, Wayne (I)",M,Wayne,Alexander
26374,"Alexandrov, Constantin",M,Constantin,Alexandrov
26446,"Alexeiew, Walerij J.",M,Walerij,Alexeiew
26452,"Alexi-Malle, Adam",M,Adam,Alexi Malle
26502,"Alexis, Alvin",M,Alvin,Alexis
26513,"Alexis, Demetrius",M,Demetrius,Alexis
26567,"Alexsen, Andre",M,Andre,Alexsen
26610,"Alfano, Erasmus C.",M,Erasmus,Alfano
26680,"Alfaro, Manny",M,Manny,Alfaro
26699,"Alfasa, Joe",M,Joe,Alfasa
26705,"Alfavo, Alberto",M,Alberto,Alfavo
26761,"Alfieri, Giulio",M,Giulio,Alfieri
26763,"Alfieri, Joseph (II)",M,Joseph,Alfieri
26797,"Alfonsi, Claudio",M,Claudio,Alfonsi
26807,Alfonso (III),M,Alfonso,
26855,"Alfonso, Kenny",M,Kenny,Alfonso
26862,"Alfonso, Maquisard",M,Maquisard,Alfonso
26929,"Alford, Guy",M,Guy,Alford
26946,"Alford, Les",M,Les,Alford
26962,"Alford, Phillip",M,Phillip,Alford
27004,"Alfred, Jack",M,Jack,Alfred
27042,"Alfredsson, Arnold",M,Arnold,Alfredsson
27105,"Algarawi, Ghanem",M,Ghanem,Algarawi
27106,"Algarawi, Jabir",M,Jabir,Algarawi
27123,"Alganaraz, Pablo",M,Pablo,Alganaraz
27172,"Algoe, Randy",M,Randy,Algoe
27174,"Algora, Francisco",M,Francisco,Algora
27185,"Algoud, Stephane",M,Stephane,Algoud
27256,"Alhegelan, Omar 'Freefly'",M,Omar,Alhegelan
27333,"Ali Naderi, Ghorban",M,Ghorban,Naderi
27599,"Ali, Mohammed (I)",M,Mohammed,Ali
27620,"Ali, Muhammad (I)",M,Muhammad,Ali
27725,"Ali, Shad",M,Shad,Ali
27754,"Ali, Sir",M,Sir,Ali
27781,"Ali, Waleed B.",M,Waleed,Ali
27815,"Alia, Dritan",M,Dritan,Alia
27835,"Aliaga, Ricardo",M,Ricardo,Aliaga
27840,"Alianak, Hrant",M,Hrant,Alianak
27854,"Alias, Bruno",M,Bruno,Alias
27858,"Alias, Jose",M,Jose,Alias
28008,"Aliferis, Andrew",M,Andrew,Aliferis
28025,"Alighiero, Carlo",M,Carlo,Alighiero
28027,"Aligny, Christian",M,Christian,Aligny
28059,"Alikhani, Seyed Karym",M,Seyed,Alikhani
28232,"Aliseo, P.J.",M,PJ,Aliseo
28395,"Alie, Rene",M,Rene,Alie
28419,"Aljinovic, Boris",M,Boris,Aljinovic
28441,"Alkabous, Gambo",M,Gambo,Alkabous
28510,"Alkhadar, Sidi",M,Sidi,Alkhadar
28544,"Alkindi, Ali",M,Ali,Alkindi
28545,"Alkindi, Haider",M,Haider,Alkindi
28563,"Alkon, Sheldon",M,Sheldon,Alkon
28663,"Allain, Jean (I)",M,Jean,Allain
28666,"Allain, Jean-Pierre",M,Jean Pierre,Allain
28674,"Allain-Marcus, Wade",M,Wade,Allain Marcus
28787,"Allan, Chick",M,Chick,Allan
28791,"Allan, Conrad (I)",M,Conrad,Allan
28803,"Allan, Dick",M,Dick,Allan
28829,"Allan, Isaac",M,Isaac,Allan
28838,"Allan, James (IV)",M,James,Allan
28863,"Allan, John Edward",M,John,Allan
28870,"Allan, Kirby",M,Kirby,Allan
28906,"Allan, Phillip L.",M,Phillip,Allan
28913,"Allan, Richard (I)",M,Richard,Allan
28919,"Allan, Richie",M,Richie,Allan
28928,"Allan, Roger (I)",M,Roger,Allan
28969,"Allan-Headley, Hamish",M,Hamish,Allan Headley
28976,"Alland, William",M,William,Alland
28994,"Allar, Daniel",M,Daniel,Allar
29012,"Allard, Dennis",M,Dennis,Allard
29081,"Allas, Peter",M,Peter,Allas
29095,"Allawati, Hassan",M,Hassan,Allawati
29152,"Alldredge, Michael",M,Michael,Alldredge
29171,"Alleff, Tony",M,Tony,Alleff
29185,"Allegretti, Cosmo",M,Cosmo,Allegretti
29262,"Allen Jr., Rex",M,Rex,
29290,"Allen, Alfie",M,Alfie,Allen
29291,"Allen, Alfred",M,Alfred,Allen
29311,"Allen, Anthony (I)",M,Anthony,Allen
29334,"Allen, Arthur B.",M,Arthur,Allen
29363,"Allen, Bernie (I)",M,Bernie,Allen
29365,"Allen, Bill (IV)",M,Bill,Allen
29389,"Allen, Brad (I)",M,Brad,Allen
29449,"Allen, Carl (I)",M,Carl,Allen
29456,"Allen, Carlo",M,Carlo,Allen
29457,"Allen, Carlo Perez",M,Carlo,Allen
29466,"Allen, Chad E.",M,Chad,Allen
29491,"Allen, Chase (I)",M,Chase,Allen
29519,"Allen, Chris (XLII)",M,Chris,Allen
29572,"Allen, Clint (I)",M,Clint,Allen
29582,"Allen, Corey (I)",M,Corey,Allen
29644,"Allen, David (V)",M,David,Allen
29646,"Allen, David (XI)",M,David,Allen
29680,"Allen, Dean (I)",M,Dean,Allen
29699,"Allen, Derek 'DOA'",M,Derek,Allen
29726,"Allen, Donald V.",M,Donald,Allen
29729,"Allen, Doug (II)",M,Doug,Allen
29758,"Allen, Ed (I)",M,Ed,Allen
29760,"Allen, Eddie (I)",M,Eddie,Allen
29762,"Allen, Eddie (III)",M,Eddie,Allen
29771,"Allen, Edward (IV)",M,Edward,Allen
29772,"Allen, Edward (V)",M,Edward,Allen
29806,"Allen, Fletcher",M,Fletcher,Allen
29822,"Allen, Frederick (II)",M,Frederick,Allen
29828,"Allen, G.Z.",M,GZ,Allen
29835,"Allen, Gary (I)",M,Gary,Allen
29853,"Allen, Gene 'Groove'",M,Gene,Allen
29855,"Allen, Gene (II)",M,Gene,Allen
29873,"Allen, Gilbert",M,Gilbert,Allen
29908,"Allen, Harold (II)",M,Harold,Allen
29912,"Allen, Harry (I)",M,Harry,Allen
29920,"Allen, Henry 'Red'",M,Henry,Allen
29921,"Allen, Henry (I)",M,Henry,Allen
29930,"Allen, Hugh (I)",M,Hugh,Allen
29939,"Allen, Ian (X)",M,Ian,Allen
29943,"Allen, Irvin",M,Irvin,Allen
29944,"Allen, Irvine",M,Irvine,Allen
29947,"Allen, Ivan (I)",M,Ivan,Allen
29977,"Allen, James (IV)",M,James,Allen
29978,"Allen, James (X)",M,James,Allen
29992,"Allen, James Robert",M,James,Allen
29995,"Allen, James W.",M,James,Allen
30005,"Allen, Jason (I)",M,Jason,Allen
30040,"Allen, Jeffrey (I)",M,Jeffrey,Allen
30079,"Allen, Joe (I)",M,Joe,Allen
30086,"Allen, Joel (I)",M,Joel,Allen
30089,"Allen, Joey (I)",M,Joey,Allen
30121,"Allen, John E.",M,John,Allen
30122,"Allen, John Edward",M,John,Allen
30197,"Allen, Keith (I)",M,Keith,Allen
30199,"Allen, Keith (IV)",M,Keith,Allen
30209,"Allen, Kenneth S.",M,Kenneth,Allen
30221,"Allen, Kevin (I)",M,Kevin,Allen
30268,"Allen, Lee (I)",M,Lee,Allen
30274,"Allen, LeRoy",M,LeRoy,Allen
30296,"Allen, Lloyd (V)",M,Lloyd,Allen
30315,"Allen, MacKenzie (I)",M,MacKenzie,Allen
30343,"Allen, Mark (VII)",M,Mark,Allen
30347,"Allen, Mark (XV)",M,Mark,Allen
30355,"Allen, Mark S.",M,Mark,Allen
30389,"Allen, Mel (I)",M,Mel,Allen
30392,"Allen, Melvin F.",M,Melvin,Allen
30400,"Allen, Michael (VIII)",M,Michael,Allen
30420,"Allen, Michael Jason",M,Michael,Allen
30445,"Allen, Mike (XXIV)",M,Mike,Allen
30503,"Allen, Patrick (I)",M,Patrick,Allen
30511,"Allen, Patrick W.",M,Patrick,Allen
30540,"Allen, Peter (VI)",M,Peter,Allen
30552,"Allen, Phil (I)",M,Phil,Allen
30556,"Allen, Phillip (II)",M,Phillip,Allen
30559,"Allen, Phillip R.",M,Phillip,Allen
30576,"Allen, Ray (V)",M,Ray,Allen
30587,"Allen, Rex (I)",M,Rex,Allen
30596,"Allen, Richard (V)",M,Richard,Allen
30598,"Allen, Richard (VII)",M,Richard,Allen
30615,"Allen, Richard V. (I)",M,Richard,Allen
30648,"Allen, Robert (VI)",M,Robert,Allen
30649,"Allen, Robert (XII)",M,Robert,Allen
30692,"Allen, Ronald",M,Ronald,Allen
30715,"Allen, Sam (I)",M,Sam,Allen
30736,"Allen, Scott (II)",M,Scott,Allen
30757,"Allen, Sean Michael",M,Sean,Allen
30760,"Allen, Seth (I)",M,Seth,Allen
30784,"Allen, Sid",M,Sid,Allen
30786,"Allen, Simon (IV)",M,Simon,Allen
30791,"Allen, Sonny (II)",M,Sonny,Allen
30804,"Allen, Steve (I)",M,Steve,Allen
30877,"Allen, Tim (I)",M,Tim,Allen
30890,"Allen, Timothy (I)",M,Timothy,Allen
30900,"Allen, Todd (I)",M,Todd,Allen
30917,"Allen, Tommy (I)",M,Tommy,Allen
30957,"Allen, Tyrees",M,Tyrees,Allen
30959,"Allen, Vance",M,Vance,Allen
30983,"Allen, Weldon",M,Weldon,Allen
31015,"Allen, Woody",M,Woody,Allen
31071,"Allende, Gonzalo",M,Gonzalo,Allende
31085,"Allende, Salvador",M,Salvador,Allende
31093,"Allendorfer, John",M,John,Allendorfer
31133,"Allerson, Alexander",M,Alexander,Allerson
31164,"Alleva, Luke",M,Luke,Alleva
31203,"Alley, Tom (I)",M,Tom,Alley
31210,"Alleyn, Derek",M,Derek,Alleyn
31246,"Allf, George W.",M,George,Allf
31247,"Allford, Roger",M,Roger,Allford
31330,"Alliger, Richard",M,Richard,Alliger
31345,"Allin, Eugene",M,Eugene,Allin
31375,"Allinson, Michael (I)",M,Michael,Allinson
31382,"Allio, Pascal",M,Pascal,Allio
31417,"Allison, Bart",M,Bart,Allison
31426,"Allison, Bill (I)",M,Bill,Allison
31460,"Allison, Don",M,Don,Allison
31463,"Allison, Drew (I)",M,Drew,Allison
31471,"Allison, Frankie J.",M,Frankie,Allison
31537,"Allison, Ralph",M,Ralph,Allison
31538,"Allison, Ray",M,Ray,Allison
31566,"Allison, Stephen (III)",M,Stephen,Allison
31596,"Alliston, Lee",M,Lee,Alliston
31631,"Allman, Ross",M,Ross,Allman
31636,"Allman, Sheldon",M,Sheldon,Allman
31650,"Allmon, Clinton",M,Clinton,Allmon
31652,"Allmond, John",M,John,Allmond
31672,"Allodi, James",M,James,Allodi
31702,"Allore, Jonathan",M,Jonathan,Allore
31751,"Allport, Chris M.",M,Chris,Allport
31758,"Allpress, Bruce",M,Bruce,Allpress
31772,"Allred, Corbin",M,Corbin,Allred
31794,"Allred, Mike",M,Mike,Allred
31806,"Allsberry, David",M,David,Allsberry
31866,"Allum, Andrew",M,Andrew,Allum
31874,"Allums, Jeffrey",M,Jeffrey,Allums
31889,"Allwine, Wayne",M,Wayne,Allwine
31926,"Allyn, Rob (I)",M,Rob,Allyn
31930,"Allyn, Robin",M,Robin,Allyn
32098,"Almanzar, James",M,James,Almanzar
32131,"Almario, Justo",M,Justo,Almario
32291,"Almeida, Junior",M,Junior,Almeida
32388,"Almenares, Ramon",M,Ramon,Almenares
32407,"Almendros, Nestor",M,Nestor,Almendros
32439,"Almgren, Kristian",M,Kristian,Almgren
32460,Almirante,M,Almirante,
32468,"Almirante, Luigi",M,Luigi,Almirante
32496,"Almodovar, Robert",M,Robert,Almodovar
32498,"Almodovar, Agustin",M,Agustin,Almodovar
32503,"Almodovar, Pedro",M,Pedro,Almodovar
32530,"Almond, Danny",M,Danny,Almond
32557,"Almoney, Keith",M,Keith,Almoney
32561,"Almont, Tony",M,Tony,Almont
32574,"Almonte, Jose Maria",M,Jose,Almonte
32604,"Almquist, Gregg",M,Gregg,Almquist
32684,"Alofs, Edwin",M,Edwin,Alofs
32728,"Alomar Jr., Sandy",M,Sandy,
32733,"Alomar, Fabian (I)",M,Fabian,Alomar
32760,"Alon, Roy",M,Roy,Alon
32781,"Alongi, Emanuel",M,Emanuel,Alongi
32862,"Alonso, Carlo",M,Carlo,Alonso
32886,"Alonso, Daniel (I)",M,Daniel,Alonso
32971,"Alonso, Johnny",M,Johnny,Alonso
33003,"Alonso, Julio (I)",M,Julio,Alonso
33077,"Alonso, Rafael (I)",M,Rafael,Alonso
33168,"Alonzo, John A.",M,John,Alonzo
33226,"Alou, Matty",M,Matty,Alou
33322,"Alper, Eugene",M,Eugene,Alper
33323,"Alper, Gary",M,Gary,Alper
33327,"Alper, Murray",M,Murray,Alper
33360,"Alpert, Arnie",M,Arnie,Alpert
33371,"Alpert, David (I)",M,David,Alpert
33377,"Alpert, Gregory",M,Gregory,Alpert
33519,"Alquist, Jim",M,Jim,Alquist
33656,"Alsop, Craig",M,Craig,Alsop
33679,"Alspaugh, William",M,William,Alspaugh
33708,"Alston, Brian",M,Brian,Alston
33720,"Alston, Hakim",M,Hakim,Alston
33768,"Alston, William",M,William,Alston
33870,"Altamirano, Pedro",M,Pedro,Altamirano
33877,"Altamura, John",M,John,Altamura
34031,"Alter, Tom",M,Tom,Alter
34041,"Alterio, Ernesto",M,Ernesto,Alterio
34044,"Alterio, Hector",M,Hector,Alterio
34059,"Alterman, Steve",M,Steve,Alterman
34068,"Altes, Steve",M,Steve,Altes
34096,"Althaus, Urs",M,Urs,Althaus
34263,"Altman, Allen",M,Allen,Altman
34270,"Altman, Bob (I)",M,Bob,Altman
34276,"Altman, Bruce",M,Bruce,Altman
34279,"Altman, Charles R.",M,Charles,Altman
34281,"Altman, Christian",M,Christian,Altman
34301,"Altman, H.T.",M,HT,Altman
34310,"Altman, Jeff (I)",M,Jeff,Altman
34314,"Altman, John (II)",M,John,Altman
34318,"Altman, John Neville Rufus",M,John,Altman
34331,"Altman, Mark A.",M,Mark,Altman
34337,"Altman, Michael (II)",M,Michael,Altman
34342,"Altman, Norman",M,Norman,Altman
34346,"Altman, Philip",M,Philip,Altman
34348,"Altman, Richard (I)",M,Richard,Altman
34364,"Altman, Sean (I)",M,Sean,Altman
34368,"Altman, Stephen (I)",M,Stephen,Altman
34376,"Altman, Walter",M,Walter,Altman
34420,"Alto, Bobby",M,Bobby,Alto
34464,"Altomare, Ron",M,Ron,Altomare
34493,"Alton, Kenneth",M,Kenneth,Alton
34495,"Alton, Leon",M,Leon,Alton
34533,"Altruda, Joseph L.",M,Joseph,Altruda
34551,"Altschuler, Robert",M,Robert,Altschuler
34556,"Altshuld, Alan",M,Alan,Altshuld
34583,"Altuna, Robert",M,Robert,Altuna
34627,"Alu, Al",M,Al,Alu
34630,"Aluanga, Morris",M,Morris,Aluanga
34688,"Alva, Baudelio",M,Baudelio,Alva
34776,"Alvarado, Daniel (II)",M,Daniel,Alvarado
34780,"Alvarado, David (I)",M,David,Alvarado
34793,"Alvarado, Don",M,Don,Alvarado
34804,"Alvarado, Fernando (I)",M,Fernando,Alvarado
34866,"Alvarado, Nicolas",M,Nicolas,Alvarado
34885,"Alvarado, Robert F.",M,Robert,Alvarado
34896,"Alvarado, Sergio Ortega",M,Sergio,Alvarado
34968,"Alvarez, Abraham",M,Abraham,Alvarez
35016,"Alvarez, Andy",M,Andy,Alvarez
35115,"Alvarez, Everett",M,Everett,Alvarez
35146,"Alvarez, George (I)",M,George,Alvarez
35210,"Alvarez, Joey (I)",M,Joey,Alvarez
35240,"Alvarez, Joshua (I)",M,Joshua,Alvarez
35242,"Alvarez, Jose (I)",M,Jose,Alvarez
35289,"Alvarez, Manny (I)",M,Manny,Alvarez
35370,"Alvarez, Rafael (I)",M,Rafael,Alvarez
35397,"Alvarez, Roberto (I)",M,Roberto,Alvarez
35526,"Alvear, Pablo (I)",M,Pablo,Alvear
35542,"Alver, Eric",M,Eric,Alver
35644,"Alves, Dharrol",M,Dharrol,Alves
35690,"Alves, Jose (V)",M,Jose,Alves
35765,"Alves, Ronaldo",M,Ronaldo,Alves
35811,"Alvey, Jonathan",M,Jonathan,Alvey
35861,"Alvin, John (I)",M,John,Alvin
35865,"Alvin, Martin",M,Martin,Alvin
35963,"Alwi, Syed",M,Syed,Alwi
36014,"Alyn, Kirk",M,Kirk,Alyn
36031,"Alza, Walter",M,Walter,Alza
36034,"Alzado, Lyle",M,Lyle,Alzado
36050,"Alzanas, The",M,The,Alzanas
36164,"Amada, Masuo",M,Masuo,Amada
36204,"Amadeus, Adrian",M,Adrian,Amadeus
36249,"Amado, Martin",M,Martin,Amado
36266,"Amador, Andrew",M,Andrew,Amador
36267,"Amador, Antoine",M,Antoine,Amador
36323,"Amador, Ricardo",M,Ricardo,Amador
36326,"Amador, Ron (I)",M,Ron,Amador
36391,"Amakye, Willie",M,Willie,Amakye
36399,"Amalemba, Wally",M,Wally,Amalemba
36407,"Amalfitano, Richard",M,Richard,Amalfitano
36422,"Amalric, Mathieu",M,Mathieu,Amalric
36435,"Amamoto, Hideyo",M,Hideyo,Amamoto
36485,"Amandes, Tom",M,Tom,Amandes
36490,"Amandola, Vittorio",M,Vittorio,Amandola
